residence	address	registration	current_location 	company	birthdate	ssn	user_id	username	mail	name	blood_group	station_ID
		10/26/2018, 00:00:00	(Decimal('38.4270095'), Decimal('167.783323'))	Staglieno-Tasso s.r.l.		BSSTZN72D04G268A	827	lidia42	crispigionata@poste.it	Filippo Cafarchia	O-	45
		07/19/2019, 00:00:00	(Decimal('-44.9595595'), Decimal('-155.728578'))	Gute	1946-01-30	629-67-6808	1810	birnbaumwilfriede	horst55@hotmail.de	Kenneth Kroker	A+	147
	"Schusterstraße 7-4
41081 Ravensburg"	2018-12-21	(Decimal('53.9631835'), Decimal('-60.781113'))	Hermann Meyer AG & Co. KGaA	1963-02-11	127-80-1785	1198	hans-georg30	rgunpf@hotmail.de	Dorota Nette-Pärtzelt	B+	175
	"25526 Glover Pine
Danielleview, TX 97465"	2022/03/15	(Decimal('36.124593'), Decimal('49.360403'))	Pena Group	2025-07-20	723-53-7064	1297	qchan	sdennis@hotmail.com	Kenneth Adams	O-	664
	"98384 Cooper Park Apt. 699
Port Keith, NC 98726"	2020-12-15	(Decimal('88.8720895'), Decimal('-83.548460'))	Erickson, Garcia and Short		625-73-7533	112	george91	karinaanderson@gmail.com	Melvin Shaw	O+	264
	"Gaby-Säuberlich-Platz 4751
18118 Apolda"	04/16/2020, 00:00:00	(Decimal('25.5483305'), Decimal('34.724134'))	Jopich Krebs GbR	2018-11-08	516-81-5225	1599	stiffelleopoldine	agneshenk@gmail.com	Justina Wilms-Jopich	B-	40
	"Etzoldring 99-12
80066 Oschatz"	2024-05-13	(Decimal('-48.6385235'), Decimal('127.145776'))	Wulff Jäkel AG		463-00-2389	1798	ringpaulina	ebeckmann@gmail.com	Univ.Prof. Jutta Siering MBA.	B+	365
	"Canale Franzese, 979
84125, Salerno (SA)"	07/02/2025, 00:00:00	(Decimal('-27.756865'), Decimal('114.851889'))	Merisi-Monteverdi SPA		CMNNNT76M06D634T	1523	giuliettascarpa	giorgia27@gmail.com	Giovanni Germano	AB+	269
	"5937 May Views Apt. 450
North Jessicaside, PW 49839"	2018/12/13	(Decimal('35.0131615'), Decimal('-66.089280'))	Stewart-Dunlap		861-71-7352	561	olee	michael79@gmail.com	Melissa Tucker	B-	496
	"Pergandering 193
61915 Gotha"	2022-07-07	(Decimal('-14.322694'), Decimal('-179.176091'))	Holzapfel Klemt GmbH & Co. OHG	1933-10-26	143-18-9326	2129	jutta65	hellmut36@yahoo.de	Olav Ernst	O-	455
	"Chácara de Cavalcanti, 1
Jardim Atlântico
77738-032 Pires do Galho / TO"	2021/12/03	(Decimal('15.4212855'), Decimal('11.410485'))	Lopes Abreu Ltda.		62814370987	833	laisviana	das-nevestheo@hotmail.com	Noah Pimenta	O+	623
	山形県新島村中三依33丁目6番10号 ハイツ大京町287	2022/12/04	(Decimal('77.7122375'), Decimal('-106.933141'))	合同会社松本印刷		294-74-1309	505	haruka13	asuka89@hotmail.com	後藤 春香	A+	172
	"37973 Kelly Trace
Fowlertown, TX 68568"	01/26/2019, 00:00:00	(Decimal('-84.723488'), Decimal('-127.830154'))	Ho, Lopez and Ingram		614-81-4338	1618	usimpson	williamszachary@yahoo.com	Alan Rogers	A+	492
	"61131 Rose Mill Suite 820
Port Bradley, NV 51832"	2021/03/14	(Decimal('-53.611765'), Decimal('98.669129'))	Robbins-Gallegos	1973-01-05	245-99-7992	1832	yvonneclayton	adavis@yahoo.com	David Steele	AB-	606
		2023-08-23	(Decimal('-17.5665475'), Decimal('-161.668091'))	Vasconcelos Gomes S/A		70265149380	629	larafogaca	vda-cunha@ig.com.br	Ravi da Cunha	AB+	157
	大分県豊島区松浦町36丁目24番7号 シティ中三依876	15 Feb 2022	(Decimal('-42.9202375'), Decimal('-166.256747'))	中村印刷有限会社		552-71-8510	1781	manabuyamazaki	takahashihideki@yahoo.com	山田 知実	A+	499
	"Hornigweg 64-52
05324 Riesa"	2025/02/10	(Decimal('50.194379'), Decimal('69.860592'))	Buchholz		912-09-5174	944	taeschecarlo	wjaehn@hotmail.de	Dipl.-Ing. Gustav Rosemann B.Eng.	B+	620
	"Gertraut-Etzler-Ring 18-57
84177 Hechingen"	2023/11/01	(Decimal('-52.1171215'), Decimal('-29.446848'))	Schweitzer GmbH	1912-03-04	805-06-6779	933	filiz36	linusgroettner@aol.de	Sigurd Kraus	O+	456
	"Praça Luiz Otávio Mendonça, 4
Vila Antena
10783866 Aparecida de Cardoso / ES"	04/20/2024, 00:00:00	(Decimal('-75.4540545'), Decimal('-20.622603'))	Oliveira S/A	1970-03-26	57418920350	690	daniel36	abreuluiz-fernando@ig.com.br	Arthur Melo	O+	392
		06/07/2024, 00:00:00	(Decimal('30.179961'), Decimal('127.605459'))	合同会社山本通信	1948-10-03	559-61-7100	1440	fsato	yuki49@gmail.com	佐藤 裕美子	B-	8
	兵庫県三宅島三宅村下宇和田38丁目24番11号	01 Dec 2019	(Decimal('-88.604618'), Decimal('-56.923235'))	阿部ガス株式会社		319-74-2811	418	maayasakamoto	yasuhiro71@gmail.com	井上 修平	AB-	222
	千葉県長生郡白子町太田ヶ谷25丁目1番14号	2024/07/13	(Decimal('12.3533865'), Decimal('5.275816'))	有限会社松本電気	1943-06-20	433-25-2484	578	suzukikumiko	ryamazaki@hotmail.com	鈴木 太郎	AB-	270
	"99330 Fuentes Ways
Karenstad, KY 83833"	12/07/2023, 00:00:00	(Decimal('-7.3790135'), Decimal('-128.743215'))	Day and Sons	1933-06-08	173-71-9250	1873	pwebb	acowan@hotmail.com	John Cantrell	B-	240
	山梨県大島町筑土八幡町6丁目21番17号 五味ヶ谷ハイツ331	2019/08/04	(Decimal('-36.148493'), Decimal('83.024828'))	合同会社清水通信	1950-12-07	518-82-7401	2026	jun91	yuikondo@yahoo.com	山口 京助	B+	242
	"Fliegnerweg 3331
09028 Burg"	07 Apr 2023	(Decimal('-4.156011'), Decimal('-101.971601'))	Geisel		843-39-9718	27	rosenowoliver	pjungfer@googlemail.com	Evelyn Sölzer	A+	218
		2023/03/06	(Decimal('-30.7593415'), Decimal('-35.473992'))	Gay PLC		157-92-5157	1771	erinking	robert24@gmail.com	John Cummings	O-	0
	"Passarela de Brito, 64
Itatiaia
77135706 Moreira / PI"	2020-01-23	(Decimal('-45.918538'), Decimal('-64.511852'))	Teixeira	1971-08-06	75634089247	256	antonyalbuquerque	aparecidaluiz-gustavo@hotmail.com	Maria Laura da Costa	O-	4
	"Strada Federigo, 58
83054, Sant'Angelo Dei Lombardi (AV)"	31 Jan 2025	(Decimal('-23.1523375'), Decimal('-134.577178'))	Chiappetta, Chittolini e Cesarotti s.r.l.	1936-11-10	PLLMRA21H01E136F	1576	vporzio	npratesi@outlook.com	Angelina Giovine-Guarato	B-	700
	"Kochstraße 2
58020 Miltenberg"	2022-08-23	(Decimal('-38.7278135'), Decimal('-130.499935'))	Schmiedecke Wohlgemut GmbH	1962-10-22	890-40-3869	0	heinrichannemarie	sradisch@gmx.de	Lucie Hövel-Reuter	AB+	538
	福島県八街市千束35丁目21番18号 無栗屋パーク718	03 Sep 2024	(Decimal('14.886755'), Decimal('158.800967'))	株式会社渡辺水産	1912-09-14	015-10-9095	402	yamadaatsushi	manabu65@yahoo.com	渡辺 結衣	AB-	635
	"Contrada Castioni, 734
91015, Custonaci (TP)"	2020/11/23	(Decimal('-10.8716025'), Decimal('122.999650'))	Spinelli, Ceci e Biagi s.r.l.	1978-05-16	CHSPSL46L41A643H	1514	cugiaeleanora	roberto88@alice.it	Fiorino Raurica	A+	511
	"Conjunto João Pedro Dias, 21
Vila Antena Montanhês
16205127 Mendes / MG"	2025-05-27	(Decimal('-56.324516'), Decimal('-153.415309'))	Abreu S.A.	1958-12-03	39701684222	96	ana-laura21	rochamarcos-vinicius@ig.com.br	Paulo Pires	AB+	513
	高知県袖ケ浦市所野20丁目23番7号 戸島パーク728	2022/05/02	(Decimal('13.5491405'), Decimal('-140.511901'))	清水農林株式会社	2009-08-25	494-24-0938	2136	jfujiwara	shimizuyasuhiro@hotmail.com	鈴木 七夏	B-	95
	"Bert-Hethur-Allee 982
86471 Ebern"	2021/12/17	(Decimal('-77.8987595'), Decimal('52.113322'))	Dobes		959-56-8142	1846	buttemaike	misicherhans-detlef@web.de	Polina Krebs-Drubin	O-	425
	"Heidelore-Tröst-Allee 96-16
15881 Gransee"	02/10/2021, 00:00:00	(Decimal('-58.426842'), Decimal('-178.531386'))	Schenk Gunpf GmbH & Co. OHG		548-98-4400	1036	boucseinpetra	cecilia04@googlemail.com	Adeline Ebert	O+	741
	"Luka-Linke-Straße 9-8
35508 Steinfurt"	25 Jan 2022	(Decimal('-25.5566915'), Decimal('50.998245'))	Walter Henck GbR		164-43-2863	1943	ruthildbluemel	jopichmargit@yahoo.de	Janko Segebahn	AB-	66
	群馬県いすみ市港南5丁目6番13号	01 Apr 2025	(Decimal('24.0535315'), Decimal('-71.885286'))	西村保険合同会社		470-77-4043	2135	asuzuki	reiishii@yahoo.com	清水 康弘	O+	337
	"Vale Siqueira, 84
Conjunto Celso Machado
83180928 da Rocha / AM"	2023-05-20	(Decimal('72.9172195'), Decimal('134.267512'))	da Cruz		17649052370	236	pietra20	oleao@ig.com.br	Sr. Fernando Almeida	B-	586
	"Contrada Gradenigo, 7 Piano 9
28863, Formazza (VB)"	2020/02/19	(Decimal('-71.687288'), Decimal('6.074573'))	Varano s.r.l.	2013-08-09	RNLNNR02R26C407B	137	qcappelli	hcampanella@outlook.com	Ubaldo Binaghi	O-	575
	"Incrocio Gozzi, 75
39057, San Michele Appiano (BZ)"	2019-09-14	(Decimal('-34.7556085'), Decimal('-86.765227'))	Balbi Group		CMNMRK98E68G210N	1026	magrassirenzo	eonio@tele2.it	Griselda Pedroni-Dallapé	A+	669
	"Incrocio Severino, 95
41039, San Possidonio (MO)"	02 Oct 2024	(Decimal('-16.218192'), Decimal('-133.894966'))	Virgilio s.r.l.		TRVNNL75E67C181T	1021	concettaguidotti	simonettagotti@libero.it	Mario Cusano	O+	331
	石川県横浜市泉区入谷16丁目27番10号	04/15/2023, 00:00:00	(Decimal('-83.0857785'), Decimal('62.230127'))	佐々木銀行合同会社	1984-11-26	180-64-7784	758	yuikato	satonanami@gmail.com	福田 洋介	B+	554
	徳島県鴨川市上高野2丁目5番19号	2019-09-13	(Decimal('26.546788'), Decimal('-40.424778'))	有限会社山崎建設	1983-04-09	334-21-5659	329	yukisakamoto	rikamatsumoto@yahoo.com	渡辺 英樹	B-	438
	新潟県調布市台場29丁目8番2号	2021/04/30	(Decimal('-83.9855185'), Decimal('55.852414'))	前田印刷有限会社	1961-11-07	683-30-3831	630	kobayashinaoki	akirasasaki@hotmail.com	鈴木 亮介	B+	276
	"Contrada Crispi, 35 Appartamento 32
10141, Torino (TO)"	06/16/2020, 00:00:00	(Decimal('-83.588551'), Decimal('126.256471'))	Ravaglioli, Turrini e Maccanelli e figli		CMCNNE51H57F580J	134	gbotta	irma84@gmail.com	Alfredo Buonauro	AB+	591
	"6568 Kayla Drives Suite 534
East Crystal, LA 73905"	2019/08/15	(Decimal('61.759854'), Decimal('10.000769'))	Chapman, Greene and Whitney		193-92-8309	973	thomas80	sbrown@gmail.com	Lee Torres	AB-	236
	"Fiebigweg 5-6
52366 Konstanz"	30 Sep 2021	(Decimal('43.6774955'), Decimal('99.335083'))	Jockel		801-04-8805	1553	andres95	ogude@gmail.com	Bärbel Kobelt MBA.	AB-	407
	"Viaduto Miguel Dias, 19
Marajó
81612-143 da Rosa / RO"	2019/01/04	(Decimal('52.214170'), Decimal('-163.633194'))	Moraes e Filhos	1992-08-01	53816720471	2081	acampos	silveiraraquel@ig.com.br	Miguel da Mata	AB+	614
	"1270 Brittany Gardens
Wongmouth, FL 80091"	2021-02-28	(Decimal('23.810661'), Decimal('-144.268369'))	Davis-Hampton		205-52-5361	536	jerry84	kwilliams@yahoo.com	Joshua Burns	B-	234
	"Viale Camilleri, 865
85018, Trivigno (PZ)"	2022/11/20	(Decimal('-45.0703685'), Decimal('156.341877'))	Marini-Pacillo e figli	2024-09-18	PLZZGL59B55G645K	2134	jnovaro	fabio36@poste.it	Maura Valmarana	B+	217
		19 May 2024	(Decimal('43.6296665'), Decimal('-120.470277'))	Zimmer Hein GmbH	1972-05-30	361-61-7833	1912	danutaplath	oswinpohl@aol.de	Anke Schacht	A-	565
	"24018 Ian River
Williamsberg, MT 34942"	2019/01/31	(Decimal('-78.3531995'), Decimal('-102.820038'))	Beard, Grimes and Cohen	1946-08-27	655-42-2333	816	gsexton	johnbarajas@yahoo.com	Leslie Hughes	B-	56
	"962 Andrew Pines
North Trevor, TX 83725"	21 Mar 2023	(Decimal('-55.4850055'), Decimal('50.313848'))	Gonzalez, Stanley and Durham	1984-02-25	854-08-4882	171	brookehawkins	morganmiranda@gmail.com	Ryan Miranda	B-	48
	"Morro Henry Gabriel Rezende, 24
Nossa Senhora Aparecida
33775690 da Luz Grande / RR"	31 Jul 2022	(Decimal('49.5705025'), Decimal('66.934877'))	Porto		29534760838	955	anthony80	pedrocardoso@uol.com.br	Sra. Esther Moura	A+	17
	"79074 Laura Branch Apt. 622
Cruzfurt, SD 99131"	2019/02/17	(Decimal('46.7832625'), Decimal('-49.217069'))	Graham-Smith		813-84-9745	1382	kendraweiss	richard34@yahoo.com	Mr. Joseph Moreno MD	A-	384
	鳥取県江戸川区日比谷公園16丁目8番10号 アーバン卯の里301	2021-01-22	(Decimal('-70.695722'), Decimal('-15.352060'))	合同会社渡辺建設	2013-12-18	548-13-1541	1238	ysuzuki	taro43@yahoo.com	山田 千代	B-	454
	岩手県小金井市卯の里22丁目11番9号	2024-11-11	(Decimal('-89.270897'), Decimal('-88.410670'))	有限会社佐藤銀行	1980-03-12	675-30-5471	225	itotsubasa	amaeda@yahoo.com	佐藤 康弘	O+	148
	"Via Lucia, 54
54012, Villa Di Tresana (MS)"	12 Jan 2022	(Decimal('-34.839458'), Decimal('-41.284049'))	Malatesta, Semitecolo e Valmarana e figli	1960-01-13	VSRGLN79L51F581Q	386	ferrettiruggiero	ecoardi@alice.it	Camilla Palombi-Veltroni	O-	674
	"Praia de Rios, 88
Vila Independencia 3ª Seção
92587165 Rocha da Prata / PE"	08/19/2019, 00:00:00	(Decimal('-76.1127305'), Decimal('8.326790'))	Rodrigues Monteiro S.A.		80932574114	1367	da-rosaotavio	bcosta@yahoo.com.br	Ryan Viana	O-	324
	"Canale Olga, 16
70026, Modugno (BA)"	2025/05/06	(Decimal('-31.6980085'), Decimal('-150.172711'))	Passalacqua, Emanuelli e Toselli e figli		BRMTRT83P41H878G	1858	dibiasidanilo	unavarria@gmail.com	Alberto Bettoni	B+	273
	"9148 Lisa Dam Suite 971
Tiffanyshire, WI 37097"	09 May 2022	(Decimal('-74.023125'), Decimal('-74.397428'))	Harris-Thompson	1921-08-02	244-47-1325	1755	michelle57	katherine52@gmail.com	Michelle Green	AB-	210
	"Wernergasse 165
74393 Rothenburg ob der Tauber"	07 Jul 2020	(Decimal('-52.2306805'), Decimal('179.384359'))	Haering Mende AG	1980-05-27	212-52-5133	10	metaschulz	caterina31@hotmail.de	Chantal Ring	B+	224
	静岡県匝瑳市鳥越15丁目13番5号 東三島クレスト104	2021-12-23	(Decimal('-27.381801'), Decimal('18.896529'))	前田水産株式会社		348-91-5982	78	miki71	nnakamura@gmail.com	岡田 拓真	B+	214
	"7642 Ashley Island Suite 883
West Jennifer, WV 85985"	2023/02/27	(Decimal('60.8843555'), Decimal('-39.382383'))	Barrett, Olsen and Cooper	2017-06-12	251-16-8982	1928	adrienne12	jeremy78@yahoo.com	Ronald Jackson	O-	259
		2021/04/22	(Decimal('26.9318715'), Decimal('-24.701572'))	Warmer Heß AG		569-91-8196	979	abien	holzapfelgerta@googlemail.com	Ralf Lachmann	AB-	151
		10 Feb 2024	(Decimal('60.1400075'), Decimal('146.054328'))	da Paz	1912-06-05	96405372170	12	mariah67	estherlima@uol.com.br	Bruna Almeida	B-	735
	"2165 Wilcox Crossing
Gilesmouth, RI 35909"	11/10/2019, 00:00:00	(Decimal('76.531837'), Decimal('165.588450'))	Choi-Oconnell	2009-05-09	004-90-2129	454	whitemichael	hardykatherine@gmail.com	Derrick Nelson	A-	202
	"Unit 6616 Box 1112
DPO AE 91364"	2024/06/18	(Decimal('-69.2418885'), Decimal('119.473043'))	Cross, Hernandez and Gibson	1966-07-22	412-48-7038	1390	meltonjennifer	zromero@hotmail.com	Brooke Hernandez	O+	264
	岩手県四街道市四番町42丁目16番2号 ハイツ今戸235	2025-02-12	(Decimal('2.6230605'), Decimal('23.557452'))	山本電気有限会社	2004-01-28	712-29-0485	2155	hidekiikeda	ryoheinakamura@gmail.com	小林 和也	O+	315
	"Abdullah-Rogner-Allee 22/72
96594 Burg"	09/15/2021, 00:00:00	(Decimal('29.977696'), Decimal('26.026849'))	Pieper	1958-05-04	934-47-5663	1989	ttrapp	jhering@web.de	Sylvio Oderwald	O+	211
	"Strada Durante, 8 Piano 2
32027, Taibon Agordino (BL)"	08 Sep 2021	(Decimal('80.9467785'), Decimal('-118.657677'))	Monte SPA	1976-08-31	BLLLNA13E18H410S	1914	raffaellino90	acalarco@libero.it	Beppe Asmundo	AB+	108
	宮崎県練馬区戸山2丁目6番6号 明石町アーバン975	2020/03/20	(Decimal('-54.626716'), Decimal('-129.222670'))	合同会社山田印刷	2004-10-08	195-48-9304	54	zmori	takumatanaka@yahoo.com	加藤 くみ子	B+	284
		2019/11/08	(Decimal('88.1540965'), Decimal('27.549004'))	Liebelt Kitzmann GmbH		052-87-2887	1029	van-der-dussenkristine	werneckepirmin@googlemail.com	Frau Annelene Söding	A-	397
	愛媛県千代田区箪笥町31丁目10番20号 勝どきアーバン942	04/22/2019, 00:00:00	(Decimal('-7.2197765'), Decimal('13.236274'))	吉田通信合同会社	1913-12-12	277-79-7666	1289	yoshidayoichi	minoru03@hotmail.com	佐々木 智也	B+	630
	"71058 Thomas Meadows
South Angela, MH 57385"	2020-10-29	(Decimal('-49.847172'), Decimal('-168.351136'))	Perry PLC	1916-04-20	362-30-8814	1258	vprice	aguirrealyssa@yahoo.com	Cheryl Morris	AB+	743
	"Rodovia de da Conceição, 88
Vila Da Ária
00324-475 Barbosa do Amparo / GO"	2024/03/19	(Decimal('29.555670'), Decimal('114.957219'))	Fogaça		23609415770	1724	enzo-gabrielmoreira	ceciliapacheco@yahoo.com.br	Murilo Duarte	B+	450
	"Canale Castellitto, 385 Appartamento 67
16157, Genova (GE)"	03 Sep 2020	(Decimal('-24.372404'), Decimal('172.182223'))	Montanari Group	1991-10-03	SCRMLD24R01B424B	889	cirilloturati	telemacoeco@alice.it	Barbara Cociarelli	O+	277
		2018-12-14	(Decimal('86.421616'), Decimal('92.777247'))	株式会社中村銀行	2021-04-27	073-27-6224	1206	umatsumoto	tanakashohei@hotmail.com	松本 聡太郎	O+	424
	長崎県八街市日本堤24丁目2番2号 竜泉コート731	01/28/2020, 00:00:00	(Decimal('4.2094425'), Decimal('113.801233'))	株式会社藤原ガス		293-52-7467	2119	mikako52	hashimotojun@yahoo.com	遠藤 洋介	AB-	352
	千葉県昭島市虎ノ門虎ノ門ヒルズ森タワー33丁目24番4号 コーポ太田ヶ谷773	06/23/2021, 00:00:00	(Decimal('32.4678525'), Decimal('6.980318'))	有限会社渡辺保険	1940-08-24	291-70-2121	1172	ishiiosamu	kazuyakobayashi@hotmail.com	佐藤 拓真	A-	498
	"42740 Mays Haven
Codyfurt, CA 01849"	04/04/2019, 00:00:00		Ford PLC		054-92-5861	116	farmerjonathan	nmaynard@gmail.com	Christopher Cortez	B-	209
	"Viale Gelli, 7 Appartamento 2
28893, Loreglia (VB)"	2021/04/11	(Decimal('75.768809'), Decimal('9.251104'))	Lucchesi-Moccia e figli		TNNNDA36R25L055D	1133	pierluigi30	ifalloppio@outlook.com	Sig.ra Loredana Einaudi	B-	581
	"Chácara de Ramos, 777
Urca
25492-609 Albuquerque / MA"	2023/05/23	(Decimal('86.717902'), Decimal('-7.838344'))	Carvalho		92415630870	1894	lmontenegro	heitor37@yahoo.com.br	Ísis Cunha	B-	290
	"Borgo Alboni, 236
12048, Sommariva Del Bosco (CN)"	2024/09/09	(Decimal('-37.159168'), Decimal('169.218850'))	Trombetta, Parini e Guinizzelli SPA		VNZMRS87B17E426C	606	bottaromario	bernardo42@hotmail.com	Sig. Paolo Spallanzani	AB+	197
	"Rotonda Mauro, 6
42047, Rolo (RE)"	2019/08/19		Foà, Bocca e Giannone e figli	1945-04-24	PDRCRN71E55C534F	427	aria06	elmo07@libero.it	Stella Tassoni	O+	11
	"Piazza Tommaseo, 88
45018, Porto Tolle (RO)"	2024/11/12	(Decimal('76.8419705'), Decimal('156.847566'))	Galiazzo-Scarfoglio Group		TMBVEA66C24G979S	1642	luigina18	irmapolizzi@tiscali.it	Goffredo Merisi	B+	388
	"Rodovia Olivia Dias, 33
Bonsucesso
93536-723 Sales / RJ"	2023-08-25	(Decimal('41.2820015'), Decimal('-61.425414'))	Borges e Filhos	1947-01-16	26310784544	950	dante87	kevingomes@hotmail.com	Dra. Hellena Nogueira	A-	240
		27 Jul 2022	(Decimal('19.381816'), Decimal('-170.633187'))	Siqueira Garcia Ltda.		45902176352	1302	alopes	isabelaguerra@gmail.com	Lívia Alves	A+	540
	"713 Foster Rapids
West Amy, TN 33207"	2023/02/09	(Decimal('44.6422005'), Decimal('118.536656'))	Jones, Fischer and Taylor	1954-10-19	841-34-3838	144	mathewstewart	aaronedwards@gmail.com	Dr. Victoria Cantu PhD	O-	442
		2020/09/25	(Decimal('-85.035238'), Decimal('-109.726712'))	Bongiorno SPA		PRCGNR29S44A173R	1142	gilberto41	rpuccini@yahoo.com	Roman Brancaccio-Bocelli	AB+	706
	"Davidsring 15
99328 Ludwigslust"	2020/04/15	(Decimal('13.307619'), Decimal('-18.183641'))	Hendriks		421-68-0644	245	cemilanders	burkhardtkarge@googlemail.com	Prof. Patrick Schäfer MBA.	A+	146
	"Colônia Carolina da Cruz, 431
Cenaculo
42983-595 Garcia do Sul / GO"	2019-07-04	(Decimal('67.0711065'), Decimal('-149.936827'))	da Rocha		62015489711	20	amendes	vitor33@bol.com.br	Lívia Câmara	A-	472
	"Junkplatz 2-6
89326 Niesky"	25 Nov 2024	(Decimal('7.4358645'), Decimal('44.855598'))	Köster Holsten KG	1910-04-11	300-49-0400	1686	fatih92	patricweinhage@web.de	Franz-Xaver Heidrich	B+	21
	"Vicolo Valentina, 7
36042, Mirabella (VI)"	2022/04/23		Samele s.r.l.		FRNMCL23T62I415M	43	fredo86	ida56@tim.it	Rosario Gregorio-Bellocchio	AB-	463
	"Incrocio Eliana, 3
70021, Acquaviva Delle Fonti (BA)"	2018-11-22	(Decimal('-5.901308'), Decimal('-178.787275'))	Cagnotto s.r.l.		BCCMRN91E11H132J	96	biancabattisti	varanotemistocle@tim.it	Michelangelo Gagliano-Nadi	B+	214
	"Harro-Faust-Ring 67
53092 Hersbruck"	2020-07-01	(Decimal('75.1779435'), Decimal('-26.782326'))	Roskoth Stiftung & Co. KG		656-33-4248	1944	ante58	jhermann@gmx.de	Prof. Andrey Albers	B-	47
	"900 Barbara Creek
Eduardofort, NJ 09596"	2020-08-11	(Decimal('-31.241712'), Decimal('87.437559'))	Shelton, Rich and Davidson		668-55-7410	1898	marc32	syates@hotmail.com	Bobby Johnson	AB+	421
	"Passarela de Macedo, 3
Bonsucesso
48559484 Cunha / ES"	08 Oct 2020	(Decimal('38.7230185'), Decimal('-136.008678'))	Cavalcante	1920-10-24	64837519075	2154	ugarcia	brodrigues@ig.com.br	Enrico Ramos	O-	274
	東京都山武郡芝山町六番町8丁目9番3号 湯本塩原シャルム360	07/12/2022, 00:00:00	(Decimal('7.3485225'), Decimal('-13.524485'))	株式会社中島水産		165-23-6498	1651	manabunakamura	satoyuki@yahoo.com	阿部 直子	A+	5
	"Beierstr. 1148
50068 Dinslaken"	09/30/2018, 00:00:00	(Decimal('-80.847791'), Decimal('67.020448'))	Otto auch Schlauchin GmbH	1968-12-09	600-67-5858	1994	yfroehlich	tom45@gmail.com	Karoline Jockel-Lindner	AB-	453
	"Contrada Gagliardi, 74 Piano 6
84132, Salerno (SA)"	20 Dec 2022	(Decimal('-28.212062'), Decimal('121.404476'))	Vento-Gangemi s.r.l.	1995-09-06	GLLLDI86H30D211H	1462	rizzoliranieri	orlando86@poste.it	Ivo Zabarella	A-	671
	"Contrada Morandi, 1
10025, Pino Torinese (TO)"	06/18/2019, 00:00:00	(Decimal('-6.709161'), Decimal('-41.744679'))	Viviani-Cabibbo Group	1941-07-11	RGNTLC26D64A820K	1298	michela62	xmolesini@libero.it	Gino Carocci-Sbarbaro	AB+	98
	"295 Christopher Radial Apt. 410
Port Gloria, WA 27867"	2023/01/29	(Decimal('-25.7648195'), Decimal('-148.981528'))	Carter Ltd		477-87-7434	316	brownrichard	timothyacosta@gmail.com	Joshua Campbell	O-	695
	"Parque da Conceição, 9
Vila Copacabana
59450-201 Pimenta / GO"	05 Apr 2023	(Decimal('37.8441145'), Decimal('171.976821'))	Campos Ltda.	2024-10-21	20856391433	877	viniciusnunes	da-motamathias@ig.com.br	Diogo Gomes	B+	374
	"Incrocio Petrucci, 9 Appartamento 1
38050, Canal San Bovo (TN)"	11/07/2019, 00:00:00	(Decimal('49.9199745'), Decimal('-70.814696'))	Chiappetta e figli	1910-11-22	FRRGLN26T52M048C	1450	annalisatrapani	pellegrinoforza@gmail.com	Armando Lerner	AB+	165
	群馬県八街市中川崎12丁目8番14号 北青山ハイツ977	2022/05/07	(Decimal('59.080985'), Decimal('136.804027'))	佐藤運輸合同会社		318-79-1670	81	tomoya31	satomimatsumoto@gmail.com	中島 亮介	B+	284
		28 May 2021	(Decimal('-79.511611'), Decimal('71.441428'))	Garcia S.A.	2022-07-19	65042931716	51	da-rosaluiz-felipe	ocamara@bol.com.br	Diego Lopes	AB+	654
	三重県あきる野市前弥六南町32丁目19番11号 三ノ輪シティ444	07/26/2024, 00:00:00	(Decimal('78.692464'), Decimal('-170.093181'))	前田情報株式会社	1921-08-08	407-06-3668	1905	mikeda	yoichikobayashi@yahoo.com	渡辺 聡太郎	A+	497
	"525 Simpson Ridges Suite 165
Luisberg, IL 63422"	2024/05/20	(Decimal('-65.9521685'), Decimal('-61.090949'))	Cooke, Myers and Bennett	1948-10-06	722-70-8993	544	dunnjeffrey	dpeterson@hotmail.com	Jerry Arroyo	A-	279
	"Avenida da Luz, 52
Olhos D'água
73560-511 Sales das Pedras / RR"	07/21/2024, 00:00:00	(Decimal('74.2404455'), Decimal('12.086072'))	Fogaça		81349750620	1013	casa-grandemateus	leonardo63@gmail.com	Marcelo Aparecida	A-	426
	"Hardy-Paffrath-Weg 33-23
59619 Altentreptow"	2021-05-29	(Decimal('21.1363255'), Decimal('115.485819'))	Söding Liebelt AG	1934-03-22	895-92-8267	1485	van-der-dussenheinz-guenter	sontagkarl-heinz@aol.de	Dr. Serpil Dippel	B+	254
	"Viale Mirco, 4
93016, Riesi (CL)"	2021-04-25	(Decimal('64.398625'), Decimal('-114.335372'))	Cilea Group	1996-03-29	CRVVTI30T47F623Q	6	mariamilanesi	domenicobarcella@gmail.com	Dott. Santino Broschi	B-	699
	"Försterweg 86
09141 Eberswalde"	2019/08/24	(Decimal('-19.955090'), Decimal('104.403013'))	Ruppersberger	2011-09-23	003-36-4859	1593	willyhamann	peukertfranz-peter@gmx.de	Ivo Döhn	B+	735
	"862 Hayes Common Suite 426
Meghanborough, LA 87181"	2021-03-18	(Decimal('17.0551335'), Decimal('-77.570806'))	Smith-Henson		223-26-3001	2000	ronald47	michelle99@gmail.com	Krista Fisher	A+	96
