registration;latitude;longitude;birthdate;ssn;mail;blood_group;station_ID;user_id
2021-07-02;70.5699415;43.802715;;RSPPTZ23S02B808R;rmontanariello@libero.it;B+;294;
2022-04-08;12.0926525;103.169592;;005-61-5686;naoko33@gmail.com;A+;380;
2021-04-24;-30.0557115;-162.408024;1984-09-18;683-61-3428;mikikobayashi@yahoo.com;AB+;348;
2022-08-28;58.3466735;-94.677021;2020-10-06;40537691243;dantefogaca@bol.com.br;O+;558;
2023-02-14;50.927256;-44.215296;2015-01-12;272-31-6343;haroldklapp@gmail.com;O-;656;
2024-08-20;72.406913;-50.905222;1920-01-22;133-89-6960;mziegert@gmail.com;B+;675;
2019-12-08;-37.1759345;117.776872;;251-45-8518;hwatanabe@hotmail.com;O+;265;
2019-04-22;-2.7392225;165.081748;;TRPRFL28L06B632B;vincenzo02@tiscali.it;O-;437;
2019-02-23;-1.0282145;-144.339775;1950-10-23;135-55-1858;sigurdsaeuberlich@hotmail.de;A+;609;
2021-04-22;82.437954;165.730927;1914-06-13;567-47-8591;carolyn32@gmail.com;B-;519;
2024-07-22;18.571104;176.281044;1986-04-24;155-08-5683;zmathews@yahoo.com;O-;146;
2019-08-22;-77.3124855;-148.565716;1981-12-11;150-26-5018;eileen42@yahoo.com;AB+;160;
2021-05-02;46.868053;66.844622;;106-04-1767;yusufwarmer@googlemail.com;B-;532;
2024-04-14;56.7528815;-66.679054;;625-14-6796;xkade@gmx.de;B-;214;
2023-08-27;-64.914527;81.095346;1958-03-28;BGODNL42H49L431X;maria08@gmail.com;O+;150;
2025-08-11;88.453477;177.653461;;168-01-6317;wigbertniemeier@web.de;AB+;104;
2020-01-23;-68.438973;-137.882618;1912-11-26;219-85-2933;yoichi19@yahoo.com;A-;61;
2021-12-03;-39.861549;-142.581392;;089-52-0039;martha89@yahoo.com;AB-;485;
2025-06-21;5.8704505;-53.508875;1945-08-11;177-35-6802;asuessebier@googlemail.com;O-;411;
2024-10-22;-47.985348;-79.391407;1929-11-19;114-88-1251;pamelasharp@yahoo.com;AB+;490;
2020-12-22;-41.790255;-107.714772;;851-29-4926;mandy20@hotmail.com;O+;467;
2024-02-01;80.9230075;19.867725;1962-08-18;869-05-7685;fatihwirth@gmx.de;A+;667;
2022-05-17;-38.5224345;-152.303779;2024-01-17;220-06-2257;biggenadolf@googlemail.com;O+;519;
2024-03-12;88.5717395;-101.803961;;210-90-2131;samuelthompson@gmail.com;AB-;254;
2021-12-08;85.935016;74.102056;1951-07-30;RGRLRI76H24A326U;tropeaflavia@libero.it;AB+;622;
2023-09-11;61.623024;-71.771147;;04319257634;claricesouza@yahoo.com.br;O+;249;
2022-04-25;-89.244235;86.719706;;GLLFLV59L50E955F;arensi@hotmail.com;O-;732;
2019-04-08;77.9507475;-151.848569;;SFFVRN38A06M337M;angelo43@fastwebnet.it;A+;424;
2023-02-22;70.7316985;8.141637;2007-06-06;648-96-3402;gravesdavid@hotmail.com;O-;106;
2025-06-23;16.9900935;-3.94483;;353-04-2053;pkobayashi@yahoo.com;B-;599;
2018-11-16;32.585108;-136.95708;1996-09-02;598-53-9867;yosukenishimura@yahoo.com;B-;639;
2021-09-10;-18.2889315;-153.307827;1971-10-23;232-73-1556;marleen86@googlemail.com;O-;350;
2024-02-12;-43.7439995;130.96131;1981-02-17;233-82-3351;sasakimituru@hotmail.com;AB+;641;
2019-10-20;-45.4862715;161.847901;;379-14-7535;kjunitz@gmx.de;B+;439;
2020-04-06;-2.3168925;75.955178;1921-07-10;268-72-9357;mmaeda@hotmail.com;A-;633;
2019-05-26;-2.522376;-111.447609;1963-02-17;307-26-9022;xowen@gmail.com;AB+;482;
2025-06-06;1.3692195;5.308205;1928-10-13;237-69-6777;nmunoz@yahoo.com;O+;490;
2019-04-07;53.1210265;-68.995092;;836-49-0718;augusta02@gmx.de;B-;52;
2024-12-18;-1.21193;-2.051299;2006-03-08;530-94-0463;edward05@gmail.com;B-;54;
2019-07-11;71.834937;-2.11088;1929-08-19;294-84-2694;cosimobirnbaum@hotmail.de;O+;76;
2023-05-19;-5.0457915;-153.951955;1933-11-06;18506937221;maya85@bol.com.br;AB+;459;
2019-07-28;-87.024531;122.440241;1989-07-13;BRNNDA92R18G199O;galassosaraceno@alice.it;A+;272;
2023-08-28;84.2055185;-35.854272;;477-92-9720;cunninghambenjamin@gmail.com;O-;132;
2023-12-20;52.4632035;129.001226;;VRDNNR66B28D089D;guido13@libero.it;O+;569;
2020-09-24;3.337321;149.924075;;902-34-5892;angelikaloechel@yahoo.de;B-;687;
2022-07-30;28.1408695;-166.711027;;831-00-2798;veragutknecht@yahoo.de;A-;295;
2023-10-25;-31.591382;42.585779;1973-04-02;BGNGDI17M24I027H;pierangeloraurica@vodafone.it;AB-;499;
2020-05-14;30.1817105;42.630074;1980-05-17;667-53-1745;naoto20@yahoo.com;B+;309;
2020-07-19;-76.068264;23.635209;2020-11-17;231-33-6240;wstolze@yahoo.de;B-;176;
2022-12-12;-79.3455985;97.701315;;393-72-4382;jeffreypierce@hotmail.com;O-;601;
2024-07-02;35.842505;-9.484586;;SCHRTI73S28C963D;scarlattiannetta@poste.it;B+;641;
2023-03-21;25.139791;-155.175571;1960-05-02;26378490538;ysilveira@gmail.com;A-;512;
2025-03-21;53.342293;-46.518505;1920-06-09;424-05-5890;yyamada@gmail.com;A+;550;
2019-06-06;12.525707;-169.694727;;RRODNL63R60H556N;martino10@gmail.com;B+;727;
2021-10-15;43.707264;-39.464087;;TRCRCC86A71B247Q;mluna@gmail.com;B+;117;
2021-10-29;-65.109329;-6.098682;;182-56-8226;baerbel61@googlemail.com;A-;543;
2022-10-06;;;1964-11-19;46203179850;upires@gmail.com;AB+;568;
2019-03-26;-40.190024;-156.879023;1973-08-04;833-25-8079;nanaminakagawa@gmail.com;AB+;627;
2025-07-08;-41.065938;-20.81578;1957-03-08;752-60-3570;dwatanabe@yahoo.com;AB-;333;
2024-06-12;56.5148095;141.358711;;328-05-4386;iabe@gmail.com;AB-;112;
2025-09-22;-67.172289;-97.952304;;MZZLFA50E66E291V;ocoppola@tim.it;AB+;606;
2022-05-02;0.0637955;-109.829136;1971-10-03;131-28-4301;yumiko99@yahoo.com;AB+;364;
2025-08-15;-69.223624;94.379505;;016-14-6377;mistyblackwell@hotmail.com;O-;356;
2024-12-23;-24.397234;-136.847214;;764-13-9213;ryohei98@gmail.com;B+;445;
2025-05-09;52.627164;-82.401303;;71248963040;helenacunha@hotmail.com;AB+;412;
2019-01-08;-72.80273;-52.672517;;476-97-1473;williamsjessica@hotmail.com;B-;375;
2025-03-02;-35.904446;119.592927;1987-03-23;129-32-3747;iiivonne@yahoo.de;B+;280;
2022-12-03;24.3734265;116.365053;1942-04-27;954-28-6360;ebertclarissa@web.de;A+;123;
2020-05-01;54.30752;114.682414;1997-10-17;14256073906;zaragao@hotmail.com;O-;454;
2024-01-19;-68.545776;-22.814226;2012-07-20;536-39-2712;qhernandez@gmail.com;B+;419;
2019-09-28;-69.8603915;86.498437;1927-05-29;870-52-1885;wesleylawson@gmail.com;A-;644;
2019-08-08;-3.001955;55.266938;1957-06-09;29103548732;brunoramos@ig.com.br;A-;96;
2024-01-24;55.7712555;39.228338;;577-98-7156;robert35@yahoo.com;A-;164;
2019-03-03;-14.231938;26.444285;;446-17-8523;diana26@hotmail.com;AB-;438;
2021-11-30;47.5664725;-150.881327;1951-05-23;829-78-6443;hideki21@yahoo.com;B+;18;
2020-01-05;66.444255;1.819855;1946-11-18;174-94-8638;jamesmacdonald@hotmail.com;A+;646;
2024-10-21;-80.1078065;114.803804;1975-01-16;875-47-1069;davidriggs@gmail.com;AB+;369;
2020-05-17;-49.2102615;-161.067671;;112-56-5010;davistami@gmail.com;AB+;371;
2024-02-16;29.8557445;-115.113566;;29014365870;leaoarthur@yahoo.com.br;AB-;576;
2024-11-02;65.579969;3.142589;;94136082533;bmelo@uol.com.br;O+;420;
2022-09-07;-30.891968;43.243799;;12065897368;qfarias@yahoo.com.br;AB-;628;
2025-02-05;-16.514454;107.278787;1911-11-07;446-02-2881;dylancarroll@yahoo.com;A+;147;
2023-10-25;70.523736;-179.992511;2003-04-17;131-36-1669;danielakreusel@gmail.com;AB+;457;
2024-09-05;-40.6631305;39.307143;;CTRLCI64B14B009E;ugolinobalotelli@tim.it;O-;463;
2020-04-29;-80.922611;167.479555;1975-09-13;504-88-1157;atsushimatsuda@gmail.com;O+;666;
2022-01-23;6.4251825;-133.205665;;PCTLRI27C23D430K;gioele70@alice.it;A+;146;
2024-08-03;71.3363835;127.054241;;650-55-1951;ayoshida@hotmail.com;AB+;26;
2018-10-19;79.8670035;-175.872926;;359-11-8573;wkondo@hotmail.com;AB+;725;
2021-11-14;-30.0618365;166.134554;1960-10-21;616-54-3028;stephanie95@gmail.com;O+;87;
2021-01-23;1.316593;166.047215;1955-09-02;664-19-0004;nakamuramai@hotmail.com;A+;673;
2022-03-19;-35.6992715;36.314907;;323-13-3640;kraushaartomas@aol.de;A-;704;
2020-02-22;-47.255316;171.942172;1911-04-13;641-75-0694;etta61@gmail.com;O-;247;
2023-05-08;17.8950095;28.463515;;87920164567;mateusmendes@bol.com.br;B-;183;
2022-07-02;47.392982;-75.135792;2005-07-10;983-29-3632;anne82@aol.de;AB+;504;
2022-07-02;;;2005-07-10;BRZRNF66H54H841I;isabellascalfaro@libero.it;O+;313;
2024-11-17;23.1005425;-161.756584;2021-04-18;564-83-7298;zyamamoto@hotmail.com;B+;206;
2022-08-28;76.585748;-157.150894;;936-16-6288;grzegorzkuhl@googlemail.com;AB+;715;
2019-11-19;-67.0940265;170.748986;;988-08-7326;schollhenni@googlemail.com;O-;286;
2025-09-15;6.453296;-34.178043;2014-01-13;032-98-1388;xyork@gmail.com;AB-;572;
2021-06-05;-12.6787085;81.685003;;821-19-7644;gstey@yahoo.de;B-;554;
2023-01-26;39.509105;-164.800516;;BVOSSN15T11H134K;qsbarbaro@yahoo.com;O+;715;
2024-07-20;85.2222885;-18.619075;1973-08-11;751-99-7187;onishimura@yahoo.com;O-;358;
2024-07-20;;;1973-08-11;MRNBTN65A28L062S;ricolfipietro@live.com;B-;276;
2020-10-20;34.9222515;-27.713584;;MRCHGU65M41A313J;oraziocicala@yahoo.com;B-;367;
2024-06-02;45.314435;166.555621;;709-71-3212;herma21@gmail.com;A+;552;
2022-11-28;-55.2739605;-47.418643;1920-07-06;410-30-5936;wnakajima@gmail.com;O+;557;
2020-11-22;-47.982245;-19.549836;2019-10-24;MRNNNE84C70E118W;arturopolizzi@alice.it;A-;278;
2021-09-28;53.653127;-125.592567;1994-10-22;823-60-6105;alijungfer@gmail.com;A+;516;
2021-07-28;22.7669495;140.490115;1926-08-29;855-45-4783;terri04@hotmail.com;O+;437;
2023-10-23;-19.603436;-110.880381;1986-03-19;647-56-7386;hornichreza@hotmail.de;B-;124;
2025-07-16;-26.5229125;-9.479564;1976-09-10;499-20-0013;brandi67@gmail.com;A+;75;
2025-03-21;-23.1741345;-52.277446;1940-04-07;690-53-8269;naokiogawa@yahoo.com;O-;501;
2020-12-18;-19.8177995;-49.793877;;MRNZRA40L20B042L;salvatoreossola@gmail.com;A+;600;
2019-11-22;67.3663115;35.78626;;PGNGCT47D57L947B;lolita59@virgilio.it;AB-;76;
2019-08-13;6.528214;83.215002;1912-05-09;808-51-6065;lindseymoore@yahoo.com;B+;216;
2021-09-28;-85.5796125;-163.397374;1977-06-18;699-85-4976;ekato@yahoo.com;AB-;264;
2019-08-23;49.918269;99.127171;1941-02-04;343-24-0626;casey19@yahoo.com;B-;42;
2021-05-14;26.985442;-106.075432;;BTTLTZ00C16L019J;einaudiennio@tele2.it;AB-;483;
2024-01-04;-73.4264515;27.043371;2015-10-27;MLPMLA44L24M421V;camanniluciano@tele2.it;O+;585;
2021-03-08;-81.083641;-12.918482;;96285014701;neves@hotmail.com;O+;232;
2023-05-20;58.571457;19.410598;;535-21-2164;shotahasegawa@yahoo.com;B+;479;
2019-02-06;4.682053;70.269534;;952-61-2029;loretta45@aol.de;O+;28;
2024-05-19;77.7692965;28.766475;1915-10-29;SRASNN51P60H161O;semitecololidia@yahoo.com;A-;393;
2023-04-10;19.349444;117.395616;;580-77-0702;elizabethpeck@yahoo.com;AB-;123;
2022-05-10;56.3789875;-80.497996;1972-06-20;437-63-6161;tuckerclayton@yahoo.com;A-;117;
2022-09-17;;;;353-33-8929;christinajohnson@gmail.com;B-;312;
2019-09-06;1.0459905;-72.471342;1930-09-07;SCLRMN77H55F883I;adele97@tin.it;B-;88;
2024-10-27;37.3048255;-56.858519;1966-01-10;357-12-2979;qnoack@gmail.com;A-;420;
2025-05-05;-34.2492745;86.436004;1991-06-27;PNZPRD07C51L735X;loredana34@tiscali.it;O+;152;
2024-04-24;-83.4380625;-65.405639;;808-28-9275;benderholm@gmail.com;AB-;478;
2019-10-24;39.4356015;156.026928;;CSRRZO98C71C800S;graziellacoppola@hotmail.it;O+;549;
2022-08-20;51.2184055;74.402663;;514-81-6038;jeffrey75@yahoo.com;AB+;109;
2021-04-29;-54.117896;-101.874341;2025-02-04;335-83-8068;faustandrzej@gmail.com;AB+;19;
2023-11-28;42.609514;-92.18636;1917-12-07;21475369891;lucas08@bol.com.br;O-;722;
2025-09-04;65.797862;79.582194;;676-51-3462;pamelajones@gmail.com;AB-;140;
2020-07-05;16.4612595;-83.757511;;037-38-3832;caren19@web.de;AB-;374;
2024-04-20;50.669862;8.228037;;850-28-6650;scottmeyers@yahoo.com;O+;85;
2024-01-06;-45.885657;-170.27553;1920-02-17;01386457280;antony07@yahoo.com.br;O-;296;
2022-04-03;-8.61197;142.612766;;670-08-8378;minorumori@gmail.com;B+;358;
2019-10-18;-51.399743;2.249254;1922-02-16;NPLFRC40M56H236B;corradotelesio@gmail.com;O-;605;
2025-01-26;50.3110965;3.216737;1922-06-19;GNNSLO42H01M380K;eleanorabeccaria@gmail.com;O-;654;
2019-09-26;-76.1041975;-156.370621;;TRPMCL41C69G528O;pierpaolo96@gmail.com;O+;603;
2021-07-24;14.5678675;-135.713127;;788-77-5027;aennehaenel@googlemail.com;O+;440;
2022-03-10;38.9414915;-74.216335;1999-11-18;678-72-2669;tullmann@yahoo.de;O-;529;
2025-03-07;-42.3652175;-169.152203;1949-10-18;521-67-2219;lisa28@hotmail.de;A+;96;
2023-04-02;-60.457094;108.535567;;082-73-9471;hidekikimura@hotmail.com;B-;384;
2023-07-12;-31.570571;-179.636584;;81576092402;beatriz20@yahoo.com.br;A+;554;
2022-10-02;-82.735013;-144.820867;;FGZCLD41S24B255E;nataliaaporti@yahoo.com;A+;507;
2020-10-17;-81.110293;-17.776388;;006-64-3569;atzlerroy@googlemail.com;O+;501;
2020-07-26;16.8630745;146.045851;;697-23-1633;hanako61@yahoo.com;O+;282;
2024-01-17;-6.3442615;36.22578;;69158304215;dribeiro@gmail.com;O+;693;
2025-07-06;21.0524885;-144.337334;;856-47-6703;jamesdillon@hotmail.com;B-;528;
2021-07-23;64.948473;-157.012996;;103-05-7394;ryoheitakahashi@gmail.com;B-;655;
2020-09-09;40.921336;-151.161236;;558-48-5426;danielmurray@hotmail.com;O+;519;
2023-12-05;72.6877215;-139.784438;;379-62-6979;aloysloeffler@hotmail.de;O+;304;
2019-05-06;-69.598418;94.630556;1951-05-12;MNLPLA11P54H411L;gremeserenata@tim.it;AB+;298;
2021-04-06;-52.3080545;45.829696;;863-32-0926;okamotoryosuke@yahoo.com;O-;518;
2022-10-16;-32.738701;83.003949;2014-02-04;516-87-5984;kana86@gmail.com;A+;633;
2023-04-18;42.48022;137.199635;1940-10-15;016-67-8768;gmuelichen@aol.de;B+;295;
2018-11-28;-58.019451;64.858386;2007-02-06;280-75-9337;tomoya98@yahoo.com;A-;398;
2024-10-19;1.4869765;166.698737;;LLLBNC32B06L942D;lupojolanda@tele2.it;B-;593;
2023-08-28;67.8275055;80.116155;1937-07-08;433-84-5436;george41@gmail.com;AB-;177;
2019-04-29;47.2298585;145.795797;1971-10-19;120-90-2918;candicewatkins@yahoo.com;A+;112;
2019-11-04;-85.6084135;-76.5205;1918-11-03;123-03-3683;xprice@gmail.com;A-;725;
2018-09-27;-4.8115895;22.154529;;264-23-3700;mark76@gmail.com;AB+;103;
2021-07-06;-79.488525;-18.244799;1955-02-12;771-05-5118;fatmalosekann@hotmail.de;O-;290;
2022-08-13;-75.616923;-26.98545;;84253601960;leaoliam@hotmail.com;A+;708;
2023-09-21;24.5883065;142.162282;1935-01-23;890-12-7958;haruka84@hotmail.com;AB-;714;
2021-02-18;-58.959714;-72.189707;1975-08-12;71624950876;duartemiguel@gmail.com;A+;670;
2025-03-10;-87.2565525;125.852951;2021-03-24;335-23-0528;rosl70@yahoo.de;AB+;213;
2024-01-09;-29.038337;76.781211;;41750263980;augusto90@hotmail.com;AB+;128;
2021-08-17;57.5657105;102.840868;1971-01-05;231-50-0203;rebecca82@yahoo.com;AB-;426;
2021-01-17;-28.8571605;-67.612403;1988-02-18;799-72-5545;yangjames@gmail.com;AB+;275;
2025-08-14;2.788832;-102.203462;;453-77-0098;miroslavadolph@web.de;B+;727;
2022-02-10;89.537797;52.645207;;225-79-4790;xwatanabe@hotmail.com;AB-;439;
2022-03-10;-58.099095;-176.971886;1978-12-02;439-91-6777;holstentrudi@web.de;O-;313;
2021-04-08;50.4803595;12.933489;;732-51-0970;vbuchholz@gmail.com;B+;105;
2019-08-05;25.665926;70.035984;1945-11-12;PRSGNI81M47C879S;bacciochiappetta@virgilio.it;B+;100;
2025-03-06;-33.7040585;-25.639314;1954-12-29;75963418291;lais92@hotmail.com;B+;708;
2020-11-10;-6.3027335;-4.998473;1939-07-09;566-91-2797;hernandezaimee@hotmail.com;A-;515;
2024-11-12;-85.231724;-84.522263;2002-07-04;033-48-9030;hiroshi20@yahoo.com;A-;356;
2024-11-15;46.886474;-48.011321;1943-05-04;CRTFRN68S63L654U;lucianibruno@hotmail.com;O-;183;
2020-03-22;-34.968957;-72.84713;;69147285346;otavio@bol.com.br;AB+;252;
2022-12-16;52.441441;-39.239062;2012-11-11;42861935006;marquesstella@gmail.com;AB-;432;
2022-11-22;-39.797888;-14.573973;;083-50-5713;mtakahashi@gmail.com;A+;1;
2019-08-28;-58.714783;-84.380822;;850-66-8759;kobayashiyoichi@gmail.com;A-;656;
2024-08-04;-46.1119175;-1.791839;;334-46-4939;yamadajun@gmail.com;B+;244;
2021-08-22;-14.732113;-61.063802;1987-10-03;TRCBNC14D09A528V;ecasaleggio@gmail.com;B+;324;
2019-12-30;82.146612;150.756592;;PRSLPN24B44L880Q;sattariccardo@fastwebnet.it;O+;282;
2020-07-29;-60.3025755;42.009081;1911-02-19;56814073226;daniela63@bol.com.br;O-;163;
2020-02-17;72.688065;-28.359433;;245-90-6795;michael21@yahoo.com;AB+;696;
2020-09-22;-42.239476;25.036552;1910-04-20;815-63-1679;wsato@gmail.com;O-;165;
2019-06-09;-60.577862;93.141396;1986-05-12;75614023844;tmarques@bol.com.br;B-;127;
2020-02-01;42.158927;-75.933719;;197-73-2138;whartman@gmail.com;B+;599;
2023-12-05;-73.1541065;40.262961;1969-10-14;RCCCHR10E13B131U;vpausini@poste.it;AB+;144;
2019-07-20;43.4474225;79.228401;1940-01-16;643-47-4685;dawnbell@hotmail.com;A-;654;
2024-01-25;-25.3511365;-95.599412;;PZZMRD21D08A651W;luciano75@libero.it;A+;286;
2021-08-05;-4.9344765;77.43897;1937-12-29;389-67-3405;brittany60@hotmail.com;A+;305;
2020-04-23;87.622347;159.212519;1923-12-22;580-82-2127;massimoreichmann@aol.de;A+;314;
2022-11-08;18.9760275;69.063312;1968-10-31;553-24-1348;bruni04@googlemail.com;AB+;268;
2019-12-19;59.088192;116.475633;;37916204878;luana73@uol.com.br;AB+;689;
2021-06-12;-32.7323595;138.475711;1984-05-01;25461098398;raelsa@bol.com.br;AB-;118;
2024-12-01;20.611888;-74.241321;;72145369864;evelynmendonca@hotmail.com;AB+;375;
2024-10-01;;;;229-27-7318;yoko65@hotmail.com;AB+;42;
2023-08-29;28.8694765;-123.229712;1997-08-16;VRGMLN35B23E910P;fiorino44@gmail.com;B-;504;
2021-10-27;-32.0674025;110.874739;;82419503651;miguel66@hotmail.com;B+;522;
2019-11-26;82.0472895;26.478917;;DLBCRT46T12M416P;jacopovigorelli@tiscali.it;B-;309;
2025-01-05;-16.974008;-137.977123;1939-10-18;859-54-7937;darlene38@yahoo.com;O-;255;
2025-01-05;;;1939-10-18;010-19-2165;mathias32@hotmail.de;O-;734;
2025-03-05;24.480908;-19.997368;1924-04-20;057-22-1810;friedrichmuehle@googlemail.com;AB-;414;
2021-11-11;-74.0889665;-148.331314;;74928135628;noahmoraes@uol.com.br;O-;741;
2018-12-29;26.3986745;79.456299;1944-03-27;PCNBTN85A22M153F;federicivanessa@live.com;O-;524;
2024-06-08;-56.1630855;-111.446254;2021-05-14;609-19-3102;zabe@hotmail.com;AB+;319;
2021-01-04;54.534515;-81.377725;2009-09-28;767-61-5975;omaeda@hotmail.com;AB-;494;
2019-09-19;58.1991295;-50.294266;1926-04-07;PRDDIA02D22L784H;camilleribenito@libero.it;O+;445;
2020-06-19;75.3091425;-131.667741;;31764820517;gabriel52@ig.com.br;A-;678;
2024-05-31;64.797816;-26.799192;2008-10-09;70451869320;kevinmendes@yahoo.com.br;AB-;634;
2024-04-09;62.9313095;143.326557;;BBTLDN79M50L069F;alessandra80@outlook.com;A+;673;
2019-10-24;-25.0590325;-16.942682;2017-12-06;860-24-9262;tomislavkeudel@yahoo.de;B-;286;
2020-03-16;-3.6057045;48.356532;;768-35-6580;gerfried47@hotmail.de;B+;323;
2021-01-14;-41.263686;-0.83622;1983-04-08;482-61-9285;hashimotoyui@hotmail.com;AB+;385;
2019-07-15;-48.5388345;-74.416158;;03458712607;wpacheco@uol.com.br;B-;93;
2020-03-12;52.605016;74.837209;1938-01-30;53721649800;grande@bol.com.br;B+;68;
2021-03-12;-55.9158275;-151.391519;2004-10-06;DNTFRN42T48G598Z;yangeli@gmail.com;O-;540;
2019-09-26;-86.778046;-10.929749;;SLVLDC01T65I765C;ugolino54@tele2.it;B+;76;
2019-07-30;-41.26782;120.258343;1943-10-08;53701986401;nfernandes@gmail.com;B+;460;
2025-01-08;73.834279;-30.061303;1999-01-01;515-45-9558;amcpherson@gmail.com;B-;401;
2021-09-11;-57.924314;78.999093;;NOIMSM77H69M377S;lolitasordi@hotmail.com;A-;619;
2024-08-25;12.9730515;151.485846;;956-65-4009;desiree94@yahoo.de;B-;271;
2021-02-03;;;1994-07-14;036-34-9445;miki01@hotmail.com;AB-;229;
2024-04-26;-3.6436765;-93.56256;;05914836700;ymoraes@gmail.com;B+;42;
2022-08-02;-25.1099505;-172.948699;;BNNRLD87E52F664H;itrotta@libero.it;O-;34;
2018-12-25;-60.6124725;128.600199;1984-05-11;438-07-3355;shoheitakahashi@gmail.com;B+;321;
2018-10-29;-27.016243;-15.006904;1922-07-09;71963482573;cunharavi@hotmail.com;B+;308;
2019-09-24;26.709665;-50.870449;1991-04-08;472-81-6815;niklas05@gmail.com;AB+;89;
2025-06-17;27.4422115;78.945137;1962-03-17;460-59-7737;anthonysoelzer@googlemail.com;O+;155;
2022-01-19;-15.0817055;62.596657;1930-02-17;83160924505;marcela88@hotmail.com;AB-;236;
2022-07-24;42.424597;-128.444515;1931-09-13;947-62-8171;christoph71@hotmail.de;B+;465;
2019-08-23;-1.4549525;177.632839;1910-11-24;PCAFBZ29R66M185I;virginiamicca@poste.it;B+;265;
2022-10-07;3.654846;89.760114;2021-11-22;STRSTN90P43A506R;azegliotraetta@libero.it;B-;548;
2019-09-07;58.912554;28.677234;1963-04-23;250-86-5057;edwardwiggins@yahoo.com;O+;166;
2021-06-17;75.0995465;-177.901114;;TLRNTN08D41L984M;amalia64@poste.it;B+;489;
2024-03-23;82.5935755;-72.421427;;39854206106;grezende@gmail.com;A+;552;
2023-05-16;42.626906;-49.76062;2018-08-29;088-43-1013;bhasegawa@gmail.com;O+;51;
2022-03-10;-21.196612;-68.041739;2008-12-29;61435902734;motaleo@gmail.com;O+;308;
2019-03-27;-50.261194;-118.988307;1936-03-24;28394106560;lrocha@yahoo.com.br;B+;116;
2023-07-24;-9.251294;-113.510843;;48735069210;santosluisa@uol.com.br;B-;470;
2019-08-02;78.361296;-165.234659;;187-77-1117;kensysigmar@hotmail.de;B+;1;
2024-11-21;-61.061847;-123.747298;1941-08-12;806-60-1180;jesse45@hotmail.com;A-;572;
2021-03-06;;;1989-03-29;VRGCRL11P49L568L;nicoletta21@tiscali.it;O-;285;
2024-07-15;23.220677;171.83415;;639-79-7859;ryamazaki@gmail.com;B-;484;
2021-02-16;12.9623465;-56.226053;1967-07-08;BRZPLN98T31G386Y;eva81@tin.it;B-;530;
2021-08-22;-10.1970775;-172.284162;1936-12-22;CSLDRN74M42A507Z;ipezzali@virgilio.it;O+;187;
2021-11-02;-19.5969965;-60.425041;;888-75-8439;yilmaz21@web.de;AB-;161;
2024-03-26;68.433702;48.938197;;437-16-9662;sfujiwara@yahoo.com;AB+;530;
2020-08-21;18.3499805;-100.844115;;169-84-4838;ksakamoto@hotmail.com;O-;31;
2023-03-10;15.5044945;-140.344619;1939-07-22;NVNPRG34D46G066Z;bverdi@libero.it;AB-;559;
2022-02-24;15.4422055;90.005545;;307-31-2838;ckimura@yahoo.com;O-;117;
2019-07-17;31.1135205;-147.494879;;352-46-5996;rachelbanks@hotmail.com;AB-;195;
2024-05-29;6.000207;106.375455;1966-06-03;50849312698;raulfogaca@gmail.com;A-;149;
2020-04-14;-60.7045175;126.417254;1994-08-10;RGRRMN76T06C203G;liana24@tim.it;O-;258;
2022-11-04;24.3321155;-23.148436;1926-03-06;36021897404;vcardoso@gmail.com;AB-;289;
2019-01-13;-73.287398;26.752685;1957-01-26;02598634756;dsousa@gmail.com;B-;417;
2019-04-22;-89.9550085;-167.660678;1964-11-06;566-02-1552;andreas31@gmx.de;A-;413;
2025-06-18;48.7361145;16.346029;2016-07-19;562-52-8547;sotarosaito@gmail.com;AB-;691;
2018-10-31;24.890559;0.590206;;79432108597;klopes@yahoo.com.br;AB-;34;
2021-08-28;59.0617785;61.848501;1940-08-24;CMNGNL63M42D819H;gagliardiermanno@gmail.com;AB-;422;
2024-07-25;-80.719452;80.787572;;VRGDRA17M14L400F;fabrizia20@gmail.com;O-;357;
2023-05-10;-4.3821685;9.85946;;FRCLFA45T43B030A;loprestigianfranco@tele2.it;A-;601;
2019-03-30;-59.095697;26.672294;1915-06-28;046-71-6520;jamesarmstrong@yahoo.com;AB+;498;
2021-06-07;;;1976-08-16;649-16-3577;gregorynunez@yahoo.com;AB+;433;
2020-03-28;88.8705095;69.212511;2006-02-21;174-45-3357;takumayamaguchi@yahoo.com;O+;652;
2020-03-11;-52.4361735;163.508402;;757-09-8077;heino57@yahoo.de;A-;383;
2022-12-24;73.017984;11.773581;;828-49-8902;eckehardmisicher@aol.de;A+;628;
2024-08-31;42.6753285;-86.972784;1992-08-02;551-85-9147;yamadatomoya@hotmail.com;B+;470;
2021-06-13;28.726998;172.350702;2013-10-05;029-06-5622;chiyo73@yahoo.com;A+;13;
2024-12-11;17.7588215;-176.874903;;GCCFLV81E46H989B;simonebertolucci@gmail.com;A-;244;
2023-04-17;81.4245855;-69.947489;;736-92-2823;yukimurakami@hotmail.com;B-;122;
2020-11-03;83.0869115;-49.765776;1944-06-22;006-08-3483;lorisummers@hotmail.com;O-;100;
2020-01-14;41.0077165;42.518155;;NTTMRH76D06G801U;pontecorvobettina@yahoo.com;A+;591;
2023-07-15;14.6273075;-72.731345;;761-16-3757;heiderose00@gmail.com;A+;8;
